id,titolo_originale,titolo,anno,genere,durata,paese,voto_medio,voto_critica,voto_pubblico,voti_totali,humor,ritmo,impegno,tensione
2,Bugs Bunny's Third Movie: 1001 Rabbit Tales,Le 1001 favole di Bugs Bunny,1982,Animazione,76,USA,7.7,8.0,7,22,3,3,0,0
3,18 anni tra una settimana,18 anni tra una settimana,1991,Drammatico,98,Italia,6.5,6.0,7,4,0,2,0,2
17,Ride a Wild Pony,A cavallo di un pony selvaggio,1976,Sentimentale,91,USA,5.7,6.0,5,10,1,2,1,0
18,Diner,A cena con gli amici,1982,Commedia,95,USA,7.0,8.0,6,18,2,2,0,1
20,A che servono questi quattrini?,A che servono questi quattrini?,1942,Commedia,85,Italia,5.9,5.33,7,15,3,1,1,0
21,The Uranian Conspiracy,"A chi tocca, tocca...!",1978,Spionaggio,117,"Italia, Germania, Israele",4.8,3.5,6,5,1,2,0,2
22,A ciascuno il suo,A ciascuno il suo,1967,Drammatico,93,Italia,7.6,7.68,7,139,0,2,3,3
23,Dead-Bang,Dead Bang - A colpo sicuro,1989,Poliziesco,109,USA,6.0,6.0,6,27,0,2,0,2
24,A... come assassino,A... come assassino,1966,Thriller,80,Italia,5.2,3.0,7,5,1,2,0,1
26,At Close Range,A distanza ravvicinata,1986,Drammatico,115,USA,7.5,7.64,7,90,1,3,2,4
30,A Ghentar si muore facile,A Ghentar si muore facile,1968,Avventura,101,Italia,4.8,4.5,5,3,0,2,0,1
32,Sleeping with the Enemy,A letto con il nemico,1990,Drammatico,96,USA,5.0,4.33,6,111,1,3,2,3
34,In Bed With Madonna,A letto con Madonna,1990,Documentario,111,USA,5.3,4.0,7,18,1,3,0,0
36,Bowery at Midnight,A mezzanotte corre il terrore,1942,Horror,62,USA,5.1,5.0,5,27,0,2,1,3
37,A mezzanotte va la ronda del piacere,A mezzanotte va la ronda del piacere,1975,Commedia,100,Italia,5.8,5.73,6,58,3,3,2,2
38,Mr. Majestyk,A muso duro,1974,Azione,105,USA,6.2,5.71,7,28,0,4,3,3
45,Warning Sign,A pochi secondi dalla fine,1985,Catastrofico,99,USA,4.8,4.0,6,10,0,2,1,1
47,About Last Night,A proposito della notte scorsa...,1986,Commedia,113,USA,5.9,6.0,6,30,2,3,1,1
49,Fail-Safe,A prova di errore,1964,Drammatico,110,USA,8.2,8.2,8,73,0,3,3,3
51,Some Like It Hot,A qualcuno piace caldo,1959,Commedia,120,USA,9.1,9.38,9,558,4,3,2,2
53,A qualsiasi prezzo,A qualsiasi prezzo,1968,Avventura,94,Italia,3.8,4.0,4,8,1,2,0,1
54,Johnny O'Clock,A sangue freddo,1947,Thriller,95,USA,7.8,8.0,8,20,1,3,1,3
55,Back to School,A scuola con papà,1986,Commedia,100,USA,6.5,7.0,6,17,3,2,1,0
58,Driving Miss Daisy,A spasso con Daisy,1989,Commedia,100,USA,7.0,7.0,7,204,2,2,3,1
59,Enid Is Sleeping,A spasso con la morta,1989,Commedia,102,USA,7.0,8.0,6,3,3,2,0,1
61,The Appaloosa,A Sud Ovest di Sonora,1966,Western,98,USA,6.9,7.0,7,26,0,2,1,3
63,...a tutte le auto della polizia...,...a tutte le auto della polizia...,1975,Poliziesco,100,Italia,5.7,5.57,6,26,0,2,0,2
67,You'll Like My Mother,A un passo dalla morte,1973,Thriller,94,USA,7.8,8.0,8,6,0,3,1,3
68,Abbasso la miseria!,Abbasso la miseria!,1945,Commedia,90,Italia,6.1,6.0,6,34,2,2,0,0
69,Abbasso la ricchezza!,Abbasso la ricchezza!,1946,Commedia,93,Italia,5.6,5.17,6,32,2,2,1,0
70,Can You Feel Me Dancing?,Abbracciami forte,1986,Drammatico,120,USA,8.0,6.0,10,3,0,2,2,0
71,Charlie Muffin,L'abbraccio dell'orso,1979,Spionaggio,109,Gran Bretagna,6.2,6.0,6,13,1,2,1,3
73,Abbronzatissimi,Abbronzatissimi,1991,Commedia,114,Italia,3.3,3.11,3,91,3,2,2,2
74,The Deep,Abissi,1977,Avventura,130,USA,5.3,4.88,6,31,1,2,1,2
77,Abe Lincoln in Illinois,Abramo Lincoln in Illinois,1940,Biografico,110,USA,6.3,6.0,7,14,0,1,1,1
78,Absolute Beginners,Absolute Beginners,1986,Musicale,100,Gran Bretagna,6.3,6.8,6,31,1,2,0,2
79,The Abyss,The Abyss,1989,Fantascienza,138,USA,7.2,7.14,7,190,0,3,0,3
80,"Acapulco, prima spiaggia... a sinistra","Acapulco, prima spiaggia... a sinistra",1983,Commedia,88,Italia,4.2,3.11,5,81,3,2,1,1
82,Accadde a Damasco,Accadde a Damasco,1943,Commedia,88,"Italia, Spagna",3.5,3.0,4,3,1,1,0,2
83,Accadde al penitenziario,Accadde al penitenziario,1955,Commedia,95,Italia,5.5,5.14,6,46,2,2,1,1
84,It Happened Tomorrow,Avvenne domani,1944,Commedia,84,USA,7.6,8.0,7,50,3,3,1,2
87,Made in Heaven,Accadde in Paradiso,1987,Sentimentale,102,USA,5.6,6.25,5,20,2,2,0,1
88,September Affair,Accadde in settembre,1950,Commedia,104,USA,6.5,7.67,5,10,2,0,0,0
89,It Happened One Night,Accadde una notte,1934,Commedia,108,USA,8.4,8.56,8,180,3,3,1,2
92,Accattone,Accattone,1961,Drammatico,120,Italia,8.4,8.81,8,299,1,3,3,3
95,Achtung! Banditi!,Achtung! Banditi!,1951,Guerra,100,Italia,7.0,6.92,7,55,0,2,4,2
97,Water,Acqua in bocca,1985,Grottesco,97,Gran Bretagna,6.9,8.0,6,5,2,3,0,1
100,Acque di primavera,Acque di primavera,1942,Drammatico,80,Italia,5.6,4.2,7,8,0,2,0,0
101,Action Jackson,Action Jackson,1988,Poliziesco,97,USA,5.2,5.0,5,35,0,3,0,2
104,Mail Order Bride,Ad Ovest del Montana,1963,Western,90,USA,6.1,6.0,6,19,1,2,0,1
105,Ad Ovest di Paperino,Ad Ovest di Paperino,1982,Commedia,95,Italia,6.2,6.43,6,106,3,3,2,1
107,Ada,Ada Dallas,1961,Drammatico,109,USA,6.3,6.0,7,4,0,2,1,2
108,Adamo ed Eva,Adamo ed Eva,1949,Commedia,90,Italia,4.8,4.0,6,9,3,1,0,0
109,Adam and Evelyne,Adamo ed Evelina,1949,Commedia,92,Gran Bretagna,6.7,6.33,7,11,1,2,1,0
110,Farewell to the King,Addio al re,1988,Guerra,107,USA,6.9,6.6,7,42,1,2,1,2
111,A Farewell to Arms,Addio alle armi,1932,Guerra,78,USA,6.9,7.2,7,17,1,3,2,3
114,Addio giovinezza!,Addio giovinezza!,1940,Drammatico,88,Italia,6.4,6.2,7,16,0,1,0,2
115,"Goodbye, My Lady",Addio Lady!,1956,Drammatico,95,USA,6.0,6.0,6,4,0,2,0,2
117,Goodbye Mr. Chips!,Addio Mr. Chips!,1939,Sentimentale,114,USA,7.3,7.57,7,24,1,3,2,2
118,The Browning Version,Addio Mr. Harris!,1951,Commedia,90,Gran Bretagna,8.3,8.17,8,24,0,3,3,2
119,"Addio, Napoli!","Addio, Napoli!",1954,Drammatico,86,Italia,2.0,3.0,1,3,0,0,2,1
121,The Miniver Story,Addio signora Miniver,1950,Drammatico,104,USA,6.7,7.0,6,9,0,2,2,1
122,Une ravissante idiote,Una adorabile idiota,1963,Commedia,108,Francia,5.4,6.33,5,14,2,2,0,0
123,Unfaithfully Yours,Un'adorabile infedele,1984,Commedia,100,USA,6.2,6.0,6,15,3,3,0,1
124,Beloved Infidel,Adorabile infedele,1959,Biografico,123,USA,5.8,6.0,6,15,0,2,1,2
126,Adua e le compagne,Adua e le compagne,1960,Drammatico,98,Italia,7.9,7.94,8,97,2,3,4,4
127,Beröringen,L'adultera,1971,Drammatico,93,"Svezia, USA",6.2,6.0,6,20,0,3,3,3
129,Adulterio all'italiana,Adulterio all'italiana,1966,Commedia,95,Italia,5.6,5.5,6,44,2,2,2,1
130,"Adultero lui, adultera lei","Adultero lui, adultera lei",1963,Commedia,90,Italia,4.8,5.0,5,8,2,2,0,0
131,Airplane!,L'aereo più pazzo del mondo,1980,Commedia,90,USA,7.4,7.45,7,258,4,3,1,1
132,Stewardess School,L'aereo più pazzo del mondo 3,1987,Commedia,93,USA,3.6,4.0,3,6,1,2,0,0
133,Airplane II: The Sequel,L'aereo più pazzo del mondo... sempre più pazzo,1982,Commedia,84,USA,5.9,5.69,6,82,4,4,2,1
134,Section Spéciale,L'affare della Sezione Speciale,1974,Drammatico,115,Francia,8.1,7.33,9,33,0,2,2,3
135,L'affaire Dominici,L'affare Dominici,1973,Thriller,106,"Francia, Italia, Spagna",7.7,8.0,7,5,0,2,3,3
136,The Defector,L'affare Goshenko,1966,Spionaggio,100,USA,4.8,5.0,5,5,0,2,2,2
137,Big Business,Affari d'oro,1988,Commedia,92,USA,5.5,5.17,6,20,2,3,0,1
138,Internal Affairs,Affari sporchi,1990,Poliziesco,112,USA,6.5,6.57,6,73,0,2,1,2
140,The Notorious Landlady,L'affittacamere,1962,Commedia,98,USA,7.1,7.4,7,49,3,3,0,0
142,Burglar,Affittasi ladra,1987,Commedia,103,USA,4.0,3.33,5,24,1,2,0,1
143,The Valiant,L'affondamento della Valiant,1961,Guerra,90,"Italia, Gran Bretagna",4.8,4.0,6,17,0,2,2,1
144,Africa addio,Africa addio,1966,Documentario,140,Italia,5.1,4.83,5,28,0,2,0,3
145,Africa Express,Africa Express,1975,Avventura,95,Italia,5.1,5.5,5,25,1,2,0,1
146,Africa sotto i mari,Africa sotto i mari,1952,Avventura,95,Italia,4.1,4.0,4,9,0,1,0,1
150,L'âge d'or,L'âge d'or,1930,Drammatico,60,Francia,8.4,8.63,8,110,2,2,4,3
151,Taking Care of Business,Filofax - Un'agenda che vale un tesoro,1990,Commedia,109,USA,4.9,4.0,6,13,2,3,0,1
153,On Her Majesty's Secret Services,Agente 007. Al servizio segreto di Sua Maestà,1969,Spionaggio,140,Gran Bretagna,7.3,7.47,7,156,1,3,0,2
154,From Russia with Love,A 007. Dalla Russia con amore,1963,Spionaggio,115,Gran Bretagna,7.3,7.4,7,198,1,3,0,2
155,The Man with the Golden Gun,Agente 007. L'uomo dalla pistola d'oro,1974,Spionaggio,122,Gran Bretagna,5.7,5.44,6,126,2,4,1,2
158,You Only Live Twice,Agente 007. Si vive solo due volte,1967,Spionaggio,116,Gran Bretagna,6.5,6.18,7,131,2,3,1,3
159,Thunderball,Agente 007. Thunderball (Operazione Tuono),1965,Spionaggio,132,Gran Bretagna,7.1,7.19,7,157,1,3,0,2
162,Diamonds Are Forever,Agente 007. Una cascata di diamanti,1971,Spionaggio,122,Gran Bretagna,5.9,5.75,6,125,1,2,0,2
164,Dangerous Mission,Agente federale X3,1954,Thriller,75,USA,3.6,4.0,3,7,0,1,0,3
165,Under Cover,Agente Hauser: non entrare in quella scuola,1987,Thriller,92,USA,6.0,6.0,6,3,0,2,0,2
167,Agente segreto 777 - Invito a uccidere,Agente segreto 777 - Invito a uccidere,1965,Spionaggio,90,Italia,2.6,3.0,2,7,0,1,0,1
168,Agente segreto 777 - Operazione mistero,Agente segreto 777 - Operazione mistero,1966,Spionaggio,90,Italia,4.0,4.0,4,6,1,2,0,2
169,Madame Sin,Agente segreto al servizio di Madame Sin,1972,Spionaggio,73,Gran Bretagna,4.9,5.33,5,7,1,2,0,2
173,The Pawnshop,Agenzia dei pegni,1916,Commedia,42,USA,6.8,7.0,7,17,3,3,0,0
174,The Ultimate Solution of Grace Quigley,Agenzia omicidi,1984,Commedia,102,USA,5.7,4.6,7,15,3,3,2,3
176,Agguato a Tangeri,Agguato a Tangeri,1957,Thriller,88,Italia,4.8,4.5,5,6,0,2,0,2
177,Across the Pacific,Agguato ai tropici,1942,Spionaggio,97,USA,7.1,7.17,7,26,0,2,1,2
178,Hard Ticket to Hawaii,Agguato alle Hawaii,1987,Poliziesco,96,USA,3.5,4.0,3,5,1,3,0,1
180,Rhino!,Agguato nella savana,1964,Avventura,91,USA,3.3,4.0,3,3,0,1,1,2
181,Die Flusspiraten vom Mississippi,Agguato sul grande fiume,1964,Western,86,Germania,4.5,4.0,5,5,0,2,0,1
182,"Agi Murad, il diavolo bianco","Agi Murad, il diavolo bianco",1959,Avventura,100,"Italia, Jugoslavia",5.8,5.67,6,5,0,2,0,2
183,Agnes of God,Agnese di Dio,1985,Drammatico,98,USA,6.1,6.4,6,51,0,1,3,3
186,Ai margini della metropoli,Ai margini della metropoli,1953,Drammatico,95,Italia,5.7,5.2,6,13,0,1,1,2
188,Aida,Aida,1953,Musicale,97,Italia,5.6,5.5,6,9,0,2,1,2
189,Air America,Air America,1990,Avventura,106,USA,5.3,5.14,5,58,0,3,0,2
193,Airport '77,Airport '77,1977,Catastrofico,110,USA,4.7,3.33,6,43,0,2,0,1
194,Baby on Board,Aiuto! Chi ha lasciato la bambina in taxi?,1991,Commedia,100,USA,5.2,4.0,6,6,1,2,0,1
198,Akiko,Akiko,1961,Commedia,99,Italia,4.6,4.0,5,9,2,2,0,1
199,Al bar dello sport,Al bar dello sport,1983,Commedia,100,Italia,5.2,3.75,7,110,2,2,1,0
200,Al calar della sera,Al calar della sera,1992,Thriller,90,Italia,4.4,3.5,5,5,0,2,1,2
201,Al Capone,Al Capone,1959,Gangster,104,USA,6.4,6.0,7,9,0,2,3,3
202,Storm Center,Al centro dell'uragano,1956,Drammatico,87,USA,6.3,6.25,6,18,0,0,0,0
204,Drums Across the River,Al di là del fiume,1954,Western,78,USA,7.4,8.0,7,14,1,3,0,0
205,Die Nackte und der Satan,Al di là dell'orrore,1959,Horror,92,Germania,6.6,6.5,7,5,1,3,1,3
207,Al di là della legge,Al di là della legge,1968,Western,95,Italia,5.1,5.29,5,26,1,2,1,1
208,All the Way Home,Al di là della vita,1963,Drammatico,103,USA,7.6,8.0,7,5,0,2,0,2
209,The Lawyer,Al di là di ogni ragionevole dubbio,1970,Drammatico,117,USA,7.5,8.0,7,8,0,2,0,3
210,Above Suspicion,Al di sopra di ogni sospetto,1943,Spionaggio,91,USA,5.9,6.0,6,17,1,2,1,2
212,Al diavolo la celebrità,Al diavolo la celebrità,1949,Commedia,90,Italia,4.7,5.43,4,9,2,2,0,0
213,I'll Be Seeing You,Al tuo ritorno,1945,Commedia,85,USA,6.5,7.0,6,17,2,2,1,1
214,Alambrado,Alambrado,1991,Drammatico,90,"Italia, Argentina",7.3,7.6,7,14,0,1,0,3
216,Alamo Bay,Alamo Bay,1985,Drammatico,103,USA,6.3,6.33,6,15,0,2,2,3
217,Steel Dawn,Alba d'acciaio,1987,Fantasy,100,USA,5.0,4.0,6,4,0,3,0,1
219,Dawn at Socorro,Alba di fuoco,1954,Western,84,USA,6.1,6.0,6,13,0,0,0,0
220,Le jour se lève,Alba tragica,1939,Drammatico,87,Francia,8.0,7.69,8,55,0,3,3,3
221,L'albergo degli assenti,L'albergo degli assenti,1939,Thriller,90,Italia,6.5,6.5,7,8,0,3,1,4
223,The Hanging Tree,L'albero degli impiccati,1959,Western,100,USA,7.6,8.0,7,76,1,2,1,2
224,Raintree County,L'albero della vita,1957,Drammatico,146,USA,6.6,7.0,6,21,0,2,2,2
225,L'albero di Adamo,L'albero di Adamo,1936,Commedia,77,Italia,6.5,6.0,7,4,2,2,0,1
227,Aldebaran,Aldebaran,1935,Drammatico,98,Italia,4.3,4.5,4,3,0,2,1,1
228,O Megalexandros,Alessandro il Grande,1980,Drammatico,220,Grecia,7.4,8.25,7,10,0,1,4,1
229,Alfie,Alfie,1966,Drammatico,110,Gran Bretagna,7.6,7.63,8,36,1,2,2,2
230,Alfredo Alfredo,Alfredo Alfredo,1972,Commedia,110,Italia,7.0,6.91,7,52,2,2,2,1
231,Alfred the Great,Alfredo il Grande,1969,Biografico,120,Gran Bretagna,8.1,8.0,8,8,0,3,2,3
232,Q Planes,Ali che non tornano,1939,Spionaggio,82,Gran Bretagna,7.3,8.0,7,4,0,2,0,3
233,Nightwing,Le ali della notte,1979,Horror,105,USA,6.0,5.67,6,13,0,1,0,0
236,Time Without Pity,L'alibi dell'ultima ora,1956,Thriller,88,Gran Bretagna,7.9,8.0,8,16,0,3,2,3
237,Ein Alibi zerbricht,Alibi per un assassino,1963,Thriller,90,"Germania, Austria",6.3,6.0,7,3,0,2,0,2
238,Her Alibi,Alibi seducente,1989,Commedia,95,USA,5.9,6.0,6,46,2,2,0,2
239,Nightfall,L'alibi sotto la neve,1956,Poliziesco,78,USA,7.9,8.0,8,16,3,4,3,4
240,Alice,Alice,1990,Commedia,106,USA,6.7,6.7,7,98,2,2,1,1
241,Alice Doesn't Live Here Anymore,Alice non abita più qui,1974,Drammatico,107,USA,7.7,7.71,8,137,2,3,3,3
242,Alien,Alien,1979,Fantascienza,115,"Gran Bretagna, USA",8.5,8.59,8,690,0,3,2,4
243,Alien degli abissi,Alien degli abissi,1989,Fantasy,92,Italia,3.2,3.5,3,10,0,2,0,1
244,Alien Predator,Alien Predator,1987,Fantascienza,92,USA,2.7,4.0,1,5,0,1,0,1
246,The Hidden,L'alieno,1987,Fantascienza,97,USA,7.0,7.0,7,78,1,2,0,2
247,Aliens,Aliens. Scontro finale,1986,Fantascienza,136,USA,8.0,7.91,8,421,1,4,1,4
248,Breaking Away,All American Boys,1979,Commedia,101,USA,7.4,7.78,7,22,2,3,3,1
249,Romancing the Stone,All'inseguimento della pietra verde,1984,Avventura,105,USA,7.1,7.32,7,193,3,3,1,2
250,Run for Cover,All'ombra del patibolo,1954,Western,92,USA,7.2,7.33,7,36,1,3,0,2
255,All'ultimo sangue,All'ultimo sangue,1969,Western,102,Italia,5.0,5.0,5,6,0,1,0,1
256,One A.M.,Charlot rientra tardi,1916,Commedia,50,USA,7.4,7.83,7,24,3,2,0,0
257,Cutter's Way,Alla maniera di Cutter,1981,Thriller,105,USA,7.2,7.33,7,13,1,3,3,3
258,Everybody Wins,Alla ricerca dell'assassino,1990,Poliziesco,95,"USA, Gran Bretagna",5.6,5.8,5,28,0,2,2,3
260,The Land Before Time,Alla ricerca della valle incantata,1988,Animazione,79,USA,7.4,7.5,7,90,3,3,0,1
262,King Solomon's Mines,Allan Quatermain e le miniere di re Salomone,1985,Avventura,99,USA,4.4,4.0,5,20,1,2,0,1
264,Dead Heat on a Merry Go Round,Alle donne piace ladro,1967,Thriller,108,USA,6.0,6.0,6,9,1,2,0,1
265,Summer Stock,L'allegra fattoria,1950,Musicale,109,USA,6.9,6.0,8,8,2,2,0,0
266,Funny Farm,L'allegra fattoria,1988,Commedia,101,USA,5.7,6.0,5,12,2,2,0,1
267,Bonnie Scotland,Gli allegri eroi,1935,Commedia,80,USA,7.4,8.0,7,30,3,3,0,0
269,Jitterbugs,Gli allegri imbroglioni,1943,Commedia,75,USA,6.0,6.0,6,20,3,3,0,0
270,L'allegro fantasma,L'allegro fantasma,1941,Commedia,85,Italia,5.4,5.5,5,28,3,3,0,0
271,Allegro non troppo,Allegro non troppo,1977,Animazione,85,Italia,7.6,7.71,8,86,2,3,2,0
272,Allegro squadrone,Allegro squadrone,1954,Commedia,90,"Italia, Francia",4.1,4.5,4,16,2,2,0,0
273,Allemagne neuf zéro,Germania nove zero,1991,Drammatico,62,Francia,7.7,8.0,7,18,1,2,4,3
274,L'allenatore nel pallone,L'allenatore nel pallone,1984,Commedia,98,Italia,6.1,5.72,7,209,3,2,0,0
276,Skrijanc na nitick,Allodole sul filo,1969,Drammatico,104,Cecoslovacchia,8.1,8.0,8,16,2,3,3,2
278,Jacob's Ladder,Allucinazione perversa,1990,Drammatico,107,USA,7.3,7.29,7,119,0,3,2,3
280,Alta infedeltà,Alta infedeltà,1964,Commedia,130,Italia,6.1,5.8,6,10,2,2,0,2
282,High Society,Alta società,1956,Musicale,107,USA,7.1,7.67,7,65,2,3,0,0
285,Doppelganger,Alter ego,1992,Thriller,105,USA,5.1,5.0,5,10,2,3,1,4
287,Altissima pressione,Altissima pressione,1965,Musicale,97,Italia,3.2,3.0,3,5,1,1,0,0
288,Hold My Hand I'm Dying,L'altra Africa,1988,Drammatico,106,Gran Bretagna,6.5,7.0,6,3,0,1,0,1
289,Another Woman,Un'altra donna,1988,Drammatico,81,USA,7.8,8.22,7,135,1,1,3,1
290,L'altra faccia del padrino,L'altra faccia del padrino,1973,Commedia,100,Italia,5.3,4.67,6,7,1,1,1,0
291,Beneath Planet of the Apes,L'altra faccia del pianeta delle scimmie,1970,Fantascienza,95,USA,6.8,6.18,7,95,0,2,2,2
292,The Other Side of Midnight,L'altra faccia di mezzanotte,1977,Drammatico,166,USA,5.5,4.0,7,3,0,2,0,1
293,Un'altra vita,Un'altra vita,1992,Drammatico,95,Italia,6.7,6.67,7,18,2,3,4,3
296,Strangers on a Train,Delitto per delitto - L'altro uomo,1951,Thriller,96,USA,8.4,8.66,8,258,1,2,2,4
297,Always,Always - Per sempre,1989,Sentimentale,121,USA,6.2,6.37,6,140,2,2,2,2
298,Espion lève-toi,Alzati spia,1981,Spionaggio,98,Francia,7.2,7.0,7,9,0,2,0,2
299,Love Me or Leave Me,Amami o lasciami,1955,Drammatico,117,USA,8.3,8.67,8,17,1,2,1,2
300,L'amant,L'amante,1992,Drammatico,112,Francia,5.8,5.33,6,80,0,2,0,1
301,A Lady without Passport,L'amante,1950,Poliziesco,84,USA,6.3,6.0,7,3,0,2,2,2
302,La faute de l'abbé Mouret,L'amante del prete,1970,Drammatico,82,Francia,4.3,5.0,4,10,0,2,2,2
303,The Iron Mistress,L'amante di ferro,1952,Drammatico,107,USA,4.9,4.0,6,8,0,1,0,2
305,Lady Chatterley's Lover,L'amante di Lady Chatterley,1981,Drammatico,100,"Francia, Gran Bretagna, Germania",5.0,4.75,5,21,1,2,0,0
307,Le château de verre,L'amante di una notte,1950,Drammatico,100,Francia,7.0,8.0,6,4,0,2,0,2
308,Nous ne vieillirons pas ensemble,L'amante giovane,1972,Drammatico,106,Francia,7.2,7.3,7,35,2,3,4,3
309,Daisy Kenyon,L'amante immortale,1947,Sentimentale,99,USA,6.9,6.5,7,11,0,2,1,3
310,Broken Arrow,L'amante indiana,1950,Western,92,USA,7.9,7.78,8,48,2,4,4,4
311,Les choses de la vie,L'amante,1970,Drammatico,89,Francia,7.5,7.78,7,57,1,2,2,2
312,Christine,L'amante pura,1958,Sentimentale,100,"Francia, Italia",5.9,6.5,5,16,0,2,0,1
314,L'amant de poche,L'amante tascabile,1977,Drammatico,90,Francia,7.5,7.0,8,5,1,2,0,2
316,Colorado Territory,Gli amanti della città sepolta,1949,Western,93,USA,8.0,8.11,8,34,0,3,0,2
317,Rome Adventure,Gli amanti devono imparare,1962,Sentimentale,120,USA,5.0,6.0,4,3,2,2,0,0
318,Lost Moment,Gli amanti di Venezia,1947,Drammatico,89,USA,6.8,7.33,6,12,0,2,1,3
320,Lovers and Other Strangers,Amanti ed altri estranei,1974,Commedia,105,USA,6.5,6.0,7,3,3,3,0,1
325,Amarcord,Amarcord,1973,Grottesco,125,Italia,8.4,8.69,8,438,3,3,3,0
327,Amarsi un po'...,Amarsi un po'...,1985,Commedia,93,Italia,3.9,3.33,4,44,1,2,0,0
329,Come and Get It,Ambizione,1936,Drammatico,105,USA,7.8,7.86,8,25,1,2,1,2
330,The Ploughman's Lunch,L'ambizione di James Penfield,1983,Drammatico,109,Gran Bretagna,7.5,8.0,7,3,1,2,2,3
331,Forever Amber,Ambra,1947,Avventura,135,USA,7.4,7.4,7,21,1,3,2,2
332,Boxcar Bertha,America 1929. Sterminateli senza pietà,1972,Drammatico,97,USA,7.3,7.38,7,82,3,3,3,4
334,Private School,American College,1983,Commedia,97,USA,4.9,4.67,5,14,1,2,0,0
337,American Gigolo,American Gigolò,1980,Drammatico,117,USA,7.2,7.5,7,222,1,2,2,3
338,American Graffiti,American Graffiti,1973,Commedia,110,USA,7.6,8.04,7,213,2,2,1,1
339,More American Graffiti,American Graffiti 2,1979,Commedia,115,USA,6.7,7.29,6,32,2,2,1,0
341,An American in Paris,Un americano a Parigi,1951,Musicale,112,USA,7.5,7.86,7,103,3,3,2,0
342,Un americano a Roma,Un americano a Roma,1954,Commedia,94,Italia,7.2,7.32,7,179,4,3,1,1
344,Americano rosso,Americano rosso,1991,Commedia,102,Italia,5.4,5.0,6,34,1,2,0,1
345,The Quiet American,Un americano tranquillo,1957,Drammatico,122,USA,7.5,8.0,7,18,2,4,4,4
346,L'amica,L'amica,1969,Drammatico,100,Italia,5.1,5.0,5,27,1,2,2,1
348,On a Clear Day You Can See Forever,L'amica delle cinque e mezzo,1970,Commedia,115,USA,6.2,6.4,6,15,3,3,2,2
350,Le amiche,Le amiche,1955,Drammatico,106,Italia,6.9,6.94,7,86,0,1,2,1
351,Best Friends,Amici come prima,1982,Commedia,116,USA,5.5,4.0,7,6,1,2,0,0
352,Torch Song Trilogy,"Amici, complici, amanti",1988,Drammatico,115,USA,7.3,7.67,7,28,0,1,3,2
354,Amici per la pelle,Amici per la pelle,1955,Sentimentale,88,Italia,6.6,5.5,8,13,1,2,0,1
355,Amici più di prima,Amici più di prima,1976,Commedia,95,Italia,5.6,4.4,7,16,2,2,0,0
356,Dangerous Company,Un'amicizia pericolosa,1982,Drammatico,120,USA,5.0,6.0,4,3,0,2,0,2
357,Der Amerikanische Freund,L'amico americano,1977,Drammatico,128,"Germania, Francia",7.8,7.77,8,105,0,2,1,3
358,L'ami de mon amie,L'amico della mia amica,1987,Commedia,102,Francia,7.2,7.2,7,40,2,3,2,2
359,Les noces rouges,L'amico di famiglia,1972,Drammatico,90,"Francia, Italia",7.1,7.4,7,47,0,3,1,2
361,Too Hot to Handle,L'amico pubblico n. 1,1938,Commedia,105,USA,6.7,6.0,7,10,2,2,1,1
363,Mon amie le traître,L'amico traditore,1988,Drammatico,115,Francia,5.3,5.5,5,8,0,2,3,2
364,The Amityville Horror,Amityville Horror,1979,Horror,116,USA,6.0,5.94,6,81,0,2,1,3
367,Hamlet,Amleto,1991,Drammatico,135,USA,6.2,5.89,7,55,0,2,1,2
369,Jack the Giant Killer,L'ammazzagiganti,1962,Avventura,94,USA,7.0,6.67,7,16,0,0,0,0
370,Ammazzali tutti e torna solo,Ammazzali tutti e torna solo,1968,Western,100,Italia,5.5,5.5,5,23,1,2,0,1
371,The Incredible Mr. Limpet,L'ammiraglio è uno strano pesce,1963,Fantasy,102,USA,5.0,4.0,6,4,1,2,0,1
372,Secret Admirer,L'ammiratore segreto,1985,Commedia,98,USA,5.5,5.5,5,12,1,2,0,0
373,L'ammiratrice,L'ammiratrice,1983,Sentimentale,103,Italia,5.1,3.0,7,9,0,2,0,0
374,L'ammutinamento,L'ammutinamento,1961,Avventura,110,Italia,4.5,3.0,6,8,0,2,0,0
377,L'amore,L'amore,1948,Drammatico,78,Italia,7.1,7.2,7,49,1,1,2,2
378,Un amore a Roma,Un amore a Roma,1960,Drammatico,105,Italia,7.0,7.14,7,32,0,2,3,2
380,Love at First Bite,Amore al primo morso,1979,Commedia,96,USA,6.7,6.8,7,14,2,2,0,0
383,L'amore breve,L'amore breve,1969,Drammatico,93,Italia,5.0,4.67,5,6,0,2,1,1
384,Love Can Be Murder,Un amore di fantasma,1992,Commedia,86,USA,7.0,6.0,8,3,2,2,0,1
386,Teen Witch,Un amore di strega,1989,Commedia,105,USA,4.5,4.0,5,3,1,1,0,0
387,Un amour de Swann,Un amore di Swann,1983,Drammatico,110,Francia,4.5,4.0,5,11,0,1,0,1
388,L'amore difficile,L'amore difficile,1962,Commedia,105,Italia,5.7,5.43,6,23,1,2,0,1
389,Amore e chiacchiere,Amore e chiacchiere,1957,Commedia,95,"Italia, Spagna",7.0,7.29,7,25,2,2,1,1
390,Amore e ginnastica,Amore e ginnastica,1973,Sentimentale,112,Italia,6.3,6.4,6,19,3,2,0,0
391,Amore e guai,Amore e guai,1958,Commedia,87,Italia,5.4,5.75,5,9,2,2,0,0
