id,titolo_originale,titolo,anno,genere,durata,paese,voto_medio,voto_critica,voto_pubblico,voti_totali,humor,ritmo,impegno,tensione
35811,"Albergo Luna, camera 34","Albergo Luna, camera 34",1946,Commedia,78,Italia,5.6,5.33,6,12,1,2,0,1
35815,Luna di miele,Luna di miele,1941,Commedia,83,Italia,6.0,6.0,6,5,1,2,1,0
35824,My Name Is Modesty: A Modesty Blaise Adventure,Il mio nome è Modesty,2003,Azione,78,USA,4.6,4.5,5,10,0,1,0,1
35826,Night Tide,Night Tide,1961,Drammatico,84,USA,6.5,6.33,7,11,0,0,0,0
35831,Notte di tempesta,Notte di tempesta,1946,Drammatico,76,Italia,5.1,3.5,7,11,0,2,2,1
35840,Margherita da Cortona,Margherita da Cortona,1950,Drammatico,115,Italia,5.8,5.6,6,11,0,2,1,1
35842,Vynález zkázy,La diabolica invenzione,1958,Avventura,83,Cecoslovacchia,8.0,8.33,8,24,2,2,2,1
35844,Best Laid Plans,Best Laid Plans,1999,Noir,92,USA,6.0,6.0,6,6,0,2,0,2
35845,Non ho tempo,Non ho tempo,1973,Drammatico,105,Italia,6.8,7.0,7,6,0,1,3,1
35848,The Devil's Disciple,Il discepolo del diavolo,1959,Commedia,82,"Gran Bretagna, USA",6.7,,7,3,0,0,0,0
35851,Without Limits,No Limits,1998,Biografico,117,USA,5.8,,6,4,0,0,0,0
35856,Simon Birch,Simon Birch,1998,Commedia,113,USA,4.3,,4,3,0,0,0,0
35866,Mad Doctor of Blood Island,Terrore sull'isola dell'amore,1968,Avventura,85,"USA, Filippine",3.5,4.0,3,4,0,0,0,0
35870,Ultime grida dalla savana,Ultime grida dalla savana,1975,Documentario,95,Italia,4.5,4.67,4,9,0,2,1,0
35872,Ostrov,L'isola,2006,Drammatico,112,Russia,7.9,8.0,8,25,0,0,0,0
35878,Tutti figli di mammasantissima,Tutti figli di mammasantissima,1974,Commedia,102,Italia,4.0,3.0,5,6,0,0,0,0
35881,Tracks,Tracks - Lunghi binari di follia,1975,Drammatico,90,USA,7.3,8.0,7,12,0,0,0,0
35884,Terza ipotesi su un caso di perfetta strategia criminale,Terza ipotesi su un caso di perfetta strategia criminale,1972,Drammatico,92,Italia,4.5,3.67,5,10,0,0,0,0
35885,The Creeping Flesh,Il terrore viene dalla pioggia,1973,Horror,94,Gran Bretagna,5.8,5.67,6,13,0,0,0,0
35891,Heart of the Storm,Al centro dell'uragano,2004,Drammatico,92,USA,6.3,4.0,9,4,0,2,0,1
35895,Nos jours heureux,"Primi amori, primi vizi, primi baci",2006,Commedia,103,Francia,6.0,6.5,6,20,2,2,1,1
35904,Le concile de pierre,L'eletto,2006,Drammatico,102,Francia,4.1,3.83,4,35,0,2,1,1
35905,Capricci,Capricci,1969,Commedia,89,Italia,7.5,6.25,9,10,0,0,0,0
35906,Geheimnisse einer Seele,I misteri di un'anima,1926,Drammatico,97,Germania,6.1,5.5,7,5,0,0,0,0
35908,Grido,Grido,2006,Documentario,75,Italia,7.3,8.0,7,4,0,0,0,0
35910,Renaissance,Renaissance,2006,Animazione,105,"Francia, Gran Bretagna, Lussemburgo",6.9,7.25,6,19,0,0,0,0
35913,The Departed,The Departed. Il bene e il male,2006,Gangster,151,USA,7.8,7.76,8,766,1,4,4,5
35917,Grbavica,Il segreto di Esma,2006,Drammatico,90,"Austria, Bosnia Herzegovina, Germania, Croazia",6.7,6.43,7,39,0,2,4,2
35920,Il giorno + bello,Il giorno + bello,2006,Commedia,90,Italia,5.4,4.67,6,30,2,2,0,0
35922,Children of the Corn III,Grano rosso sangue III. Urban Harvest,1995,Horror,92,USA,4.8,4.33,5,11,0,2,0,1
35924,Sightings: Heartland Ghost,Occulte presenze,2002,Horror,105,USA,3.5,3.0,4,4,0,0,0,0
35927,Tarzan Finds a Son!,Il figlio di Tarzan,1939,Avventura,82,USA,6.7,,7,6,0,0,0,0
35938,Yankee Pasha,Yankee pascià,1954,Avventura,84,USA,6.5,,7,4,0,0,0,0
35943,Lilo & Stitch 2: Stitch Has a Glitch,Lilo & Stitch 2,2005,Animazione,68,USA,5.9,5.5,6,14,2,2,0,1
35954,Uomini si nasce poliziotti si muore,Uomini si nasce poliziotti si muore,1976,Poliziesco,100,Italia,6.1,5.83,6,38,0,0,0,0
35967,Necropolis,Necropolis,1970,Drammatico,126,Italia,5.6,5.25,6,15,2,2,4,1
35970,Saddle Tramp,Vagabondo a cavallo,1950,Western,90,USA,7.4,,7,8,0,0,0,0
35984,Il terrore della maschera rossa,Il terrore della maschera rossa,1960,Avventura,88,Italia,6.5,8.0,5,4,1,2,2,3
35988,Tara Pokì,Tara Pokì,1979,Western,90,Italia,2.5,3.0,2,3,0,0,0,0
35992,Tabù n° 2,Tabù n° 2,1965,Documentario,85,Italia,1.0,1.0,1,3,0,0,0,0
35993,L'orgia dei morti,L'orgia dei morti,1974,Horror,105,Italia,5.0,6.0,4,3,0,0,0,0
35997,Dopo divorzieremo,Dopo divorzieremo,1940,Commedia,85,Italia,5.8,6.0,6,11,2,3,0,0
35998,Atomic City,La città atomica,1952,Thriller,85,USA,6.3,,6,4,0,0,0,0
36001,Madonna of Seven Moons,Madonna delle sette lune,1945,Drammatico,110,USA,8.0,,8,3,0,0,0,0
36002,The Fighting Seabees,I conquistatori dei 7 mari,1944,Guerra,100,USA,7.4,,7,5,0,0,0,0
36009,Shuang long hui,Twin Dragons,1992,Azione,100,Hong Kong,5.4,5.33,5,15,2,2,0,0
36020,Siege at Red River,Il terrore delle montagne rocciose,1954,Western,86,USA,6.0,,6,3,0,0,0,0
36036,Classe di ferro,Classe di ferro,1957,Musicale,97,Italia,4.5,5.0,4,8,1,2,0,0
36039,Jack and the Beanstalk,Il giardino incantato,1952,Commedia,70,USA,3.5,4.0,3,3,1,1,0,0
36043,Dark Eyes of London,Gli occhi neri di Londra,1940,Horror,76,USA,4.5,4.0,5,4,0,0,0,0
36045,Partenza ore 7,Partenza ore 7,1945,Commedia,96,Italia,5.3,4.67,6,9,3,2,2,1
36048,The Castle,Casa dolce casa,1997,Commedia,82,Australia,7.2,8.0,6,15,3,2,0,2
36052,Killers from Space,Guerra tra i pianeti,1954,Fantascienza,71,USA,5.4,,5,5,0,0,0,0
36054,Don Cesare di Bazan,Don Cesare di Bazan,1942,Avventura,76,Italia,5.3,4.5,6,3,1,2,0,1
36060,Pierwsy dzien wolnosci,Il tramonto degli eroi,1964,Drammatico,89,Polonia,7.1,6.5,8,7,0,0,0,0
36063,Don Milani,Don Milani,1976,Biografico,95,Italia,5.3,,5,4,0,0,0,0
36064,"Addio, mia bella signora!","Addio, mia bella signora!",1954,Commedia,86,Italia,3.5,2.5,5,6,1,2,0,0
36068,Vyssí princip,Il principio superiore - Rappresaglia,1960,Drammatico,104,Cecoslovacchia,9.0,8.0,10,3,0,0,0,0
36080,The Slender Thread,La vita corre sul filo,1965,Drammatico,98,USA,6.2,5.5,7,11,0,2,0,3
36083,La villa delle anime maledette,La villa delle anime maledette,1982,Horror,81,Italia,5.7,4.0,7,5,0,0,0,0
36088,Venom,Venom,1981,Horror,93,Gran Bretagna,6.8,6.5,7,14,0,0,0,0
36089,La più grande rapina del West,La più grande rapina del West,1967,Western,115,Italia,4.6,4.67,5,11,1,2,0,1
36090,Salvatore. Questa è la vita,Salvatore. Questa è la vita,2006,Sentimentale,90,Italia,5.1,4.67,6,15,0,2,1,1
36091,A casa nostra,A casa nostra,2006,Drammatico,101,Italia,6.6,6.93,6,72,0,2,2,1
36092,Viaggio segreto,Viaggio segreto,2006,Drammatico,107,Italia,5.7,5.4,6,42,0,2,1,1
36093,Lazarus Child,L'ultima porta,2004,Drammatico,95,USA,4.8,5.5,4,30,0,2,0,2
36094,Zoom,Captain Zoom,2006,Avventura,83,USA,4.1,3.25,5,11,1,2,0,0
36095,Trust the Man,Uomini & donne - Tutti dovrebbero venire... almeno una volta,2005,Commedia,103,USA,4.4,3.75,5,27,1,1,1,1
36097,The Wedding Singer,Prima o poi me lo sposo,1998,Commedia,95,USA,5.6,6.0,5,36,2,2,0,0
36098,Vendo cara la pelle,Vendo cara la pelle,1967,Western,88,Italia,3.5,2.0,5,4,0,0,0,0
36099,Il venditore di morte,Il venditore di morte,1971,Western,93,Italia,5.4,5.5,5,5,0,0,0,0
36108,Au service du diable,La terrificante notte del demonio,1971,Horror,95,"Italia, Belgio",5.8,5.0,7,7,0,0,0,0
36110,Walk the Proud Land,La terra degli Apaches,1956,Western,89,USA,5.9,,6,16,0,0,0,0
36113,Apache Rifles,Tamburi ad ovest,1965,Western,92,USA,7.3,,7,3,0,0,0,0
36114,Suor Omicidi,Suor Omicidi,1978,Drammatico,82,Italia,5.1,3.0,7,13,0,0,0,0
36124,317eme saction,317° battaglione d'assalto,1965,Guerra,100,"Francia, Spagna",7.1,7.0,7,6,0,0,0,0
36125,Tromeo and Juliet,Tromeo and Juliet,1996,Grottesco,107,USA,5.3,4.17,6,22,0,0,0,0
36127,Krylya,Le ali,1966,Drammatico,85,URSS,8.0,8.2,8,22,0,2,3,1
36128,The Defender,The Defender,2004,Azione,90,"USA, Gran Bretagna, Germania, Romania",5.2,6.0,4,12,0,2,0,1
36129,Freedom Song,Freedom Song,2000,Drammatico,109,USA,5.7,6.0,5,4,0,2,1,2
36130,Terror Firmer,Terror Firmer,1999,Grottesco,114,USA,5.5,4.5,6,11,0,0,0,0
36132,Alferd Packer: The Musical,Cannibal - The Musical,1993,Musicale,95,USA,4.7,3.5,6,10,0,0,0,0
36134,Un killer per Sua Maestà,Un killer per Sua Maestà,1968,Avventura,89,Italia,5.5,2.0,9,3,0,0,0,0
36140,Volontari per destinazione ignota,Volontari per destinazione ignota,1977,Guerra,99,Italia,5.5,5.0,6,3,0,0,0,0
36156,The Sleeping Tiger,La tigre nell'ombra,1954,Drammatico,89,Gran Bretagna,8.1,8.0,8,11,0,0,0,0
36168,Windom's Way,Terra di ribellione,1957,Drammatico,108,Gran Bretagna,5.8,6.0,6,6,0,2,1,1
36169,Badman's Territory,La terra dei senza legge,1946,Western,97,USA,6.0,6.0,6,10,1,2,0,2
36171,The Jungle Book,Il libro della giungla,1967,Animazione,78,USA,7.2,7.0,7,146,2,1,1,1
36172,Read It and Weep,Scrittrice per caso,2006,Commedia,90,USA,4.0,4.0,4,3,0,2,0,0
36181,Loving You,Amami teneramente,1957,Drammatico,101,USA,5.7,,6,3,0,0,0,0
36183,Yeti - Il gigante del XX secolo,Yeti - Il gigante del XX secolo,1977,Avventura,118,Italia,3.1,2.5,4,11,0,1,1,1
36184,Ondata di piacere,Ondata di piacere,1975,Drammatico,88,Italia,5.3,4.0,7,6,0,0,0,0
36186,Side Street,La via della morte,1949,Noir,83,USA,7.4,8.0,7,18,0,0,0,0
36189,Toprini nász,Balalaika,1939,Avventura,90,Ungheria,5.0,4.5,6,4,1,2,0,0
36193,Ride the Pink Horse,Fiesta e sangue,1947,Noir,101,USA,7.2,7.0,7,7,0,2,1,2
36194,La porta del cielo,La porta del cielo,1945,Drammatico,88,Italia,7.3,,7,3,0,0,0,0
36196,"Count Yorga, Vampire",Yorga il vampiro,1970,Horror,90,USA,5.8,,6,4,0,0,0,0
36197,EL Ojo del huracán,La volpe dalla coda di velluto,1971,Sentimentale,90,"Spagna, Italia",4.8,4.0,6,13,0,0,0,0
36208,Talladega Nights: The Ballad of Ricky Bobby,Ricky Bobby la storia di un uomo che sapeva contare fino a uno,2006,Commedia,108,USA,5.2,5.43,5,62,3,3,0,0
36210,Mosura tai Gojira,Watang! Nel favoloso impero dei mostri,1964,Fantascienza,87,Giappone,4.8,4.33,5,6,0,0,0,0
36217,Il Vangelo secondo Simone e Matteo,Il Vangelo secondo Simone e Matteo,1976,Commedia,105,Italia,3.4,2.25,5,14,3,2,1,1
36221,Vanessa,Vanessa,1977,Drammatico,91,Germania,4.0,,4,14,1,1,1,1
36223,La libertad,La libertà,2001,Drammatico,72,Argentina,7.1,7.5,7,10,0,2,2,1
36224,Los muertos,I morti,2004,Drammatico,78,Argentina,7.6,8.0,7,13,0,2,2,1
36225,"Danièle Huillet, Jean-Marie Straub, cinéastes: où gît votre sourire enfoui?",Dov'è finito il vostro sorriso nascosto?,2001,Documentario,102,"Francia, Portogallo",7.5,7.0,8,4,1,2,4,0
36229,Ostatni etap,L'ultima tappa,1948,Drammatico,105,Polonia,8.1,8.5,8,5,0,0,0,0
36240,Man in the Shadow?,La tragedia del Rio Grande,1956,Western,80,USA,7.1,7.0,7,9,0,0,0,0
36241,La noche del terror ciego,Le tombe dei resuscitati ciechi,1972,Drammatico,86,"Spagna, Portogallo",6.6,7.0,6,27,0,0,0,0
36242,Azur et Asmar,Azur e Asmar,2006,Animazione,99,Francia,7.6,7.57,8,34,2,3,3,0
36244,The Legacy,Il testamento,1978,Horror,102,"USA, Gran Bretagna",6.6,6.0,7,10,0,0,0,0
36246,Un taxi pour Tobruk,Un taxi per Tobruk,1960,Guerra,95,"Francia, Spagna, Germania",7.3,7.5,7,4,0,0,0,0
36256,Flags of Our Fathers,Flags of Our Fathers,2006,Guerra,131,USA,7.3,7.51,7,321,1,3,3,3
36257,"You, Me and Dupree","Tu, io e Dupree",2006,Commedia,108,"USA ",4.5,4.0,5,87,3,4,3,0
36258,The Grudge 2,The Grudge 2,2006,Horror,95,USA,5.1,5.25,5,63,0,2,0,3
36259,Uccidi Django... uccidi per primo!!!,Uccidi Django... uccidi per primo!!!,1971,Western,83,Italia,2.5,2.0,3,3,0,0,0,0
36264,3 pistole contro Cesare,3 pistole contro Cesare,1966,Western,95,"Italia, Algeria",5.0,4.33,6,6,0,0,0,0
36266,Tres dólares de plomo,Tre dollari di piombo,1965,Western,89,"Spagna, Italia",3.0,2.0,4,3,0,0,0,0
36267,Pumhaeng zero,Conduct Zero,2002,,99,Corea del Sud,6.0,4.0,8,3,1,2,1,1
36271,Thriller - en grym film,Thriller - A Cruel Picture,1973,Thriller,104,Svezia,5.7,5.33,6,21,0,0,0,0
36272,Il suo nome faceva tremare... Interpol in allarme,Il suo nome faceva tremare... Interpol in allarme,1973,Gangster,100,Italia,6.8,6.0,8,7,1,2,0,2
36273,"I, Monster",La vera storia del dottor Jekyll,1971,Horror,75,Gran Bretagna,5.8,6.5,5,9,0,1,0,2
36288,L'ultima preda del vampiro,L'ultima preda del vampiro,1961,Horror,82,Italia,4.0,2.0,6,3,0,0,0,0
36291,Inhabited,La casa infestata,2003,Thriller,95,USA,6.0,6.0,6,3,0,0,0,0
36292,The Wool Cap,The Wool Cap - Berretto di lana,2004,Drammatico,103,USA,6.5,6.0,7,3,0,2,0,1
36295,Studio legale per una rapina,Studio legale per una rapina,1973,Drammatico,98,Italia,3.0,3.0,3,3,0,0,0,0
36296,The Visitor,Stridulum,1978,Fantascienza,100,"USA, Italia",4.8,5.0,5,14,1,2,1,2
36308,The Toolbox Murders,Lo squartatore di Los Angeles,1978,Horror,93,USA,5.7,6.33,5,10,0,0,0,0
36320,Requiem,Requiem,2006,Drammatico,93,Germania,7.1,7.31,7,53,0,2,3,3
36321,San ging chaat goo si,New Police Story,2004,Azione,122,"Hong Kong, Cina",6.3,7.0,6,27,1,3,0,1
36343,I sogni del signor Rossi,I sogni del signor Rossi,1976,Animazione,80,Italia,7.4,8.0,7,5,0,0,0,0
36357,Siamo tutti in libertà provvisoria,Siamo tutti in libertà provvisoria,1971,Commedia,102,Italia,5.2,5.33,5,4,2,2,2,1
36365,Takeshis',Takeshis',2005,Grottesco,108,Giappone,6.4,6.36,6,61,1,2,2,1
36367,The Sign of Zorro,La sfida di Zorro,1960,Avventura,91,USA,7.7,,8,3,0,0,0,0
36380,Sredi serikh kamnei,Tra le pietre grigie,1983,Drammatico,84,URSS,6.1,6.5,6,7,0,2,1,1
36381,Qian li zou dan qi,Mille miglia... lontano,2005,Drammatico,107,"Hong Kong, Cina, Giappone",6.5,6.67,6,26,1,2,2,2
36382,Quale amore,Quale amore,2005,Drammatico,100,Italia,4.4,4.25,5,15,0,2,1,2
36383,Nacho Libre,Super Nacho,2006,Commedia,100,USA,5.9,5.89,6,65,3,2,0,1
36384,My Super Ex-Girlfriend,La mia super ex ragazza,2006,Commedia,95,USA,4.5,4.5,4,112,1,1,0,0
36385,The Lost City,The Lost City,2005,Drammatico,143,USA,4.2,4.0,4,23,0,2,0,1
36386,Ma l'amore... sì,Ma l'amore... sì,2006,Commedia,90,Italia,4.1,3.0,5,10,1,2,0,0
36388,Cowboy Up,Ring of Fire,2001,Western,105,USA,5.0,4.0,6,13,0,2,1,1
36389,Blue Demon,Blue Demon,2004,Horror,95,USA,3.6,,4,5,0,0,0,0
36402,Un urlo dalle tenebre,Un urlo dalle tenebre,1976,Drammatico,90,Italia,2.5,2.33,3,10,0,0,0,0
36422,Journey to Shiloh,7 volontari dal Texas,1968,Western,101,USA,6.7,,7,3,0,0,0,0
36423,7 uomini e un cervello,7 uomini e un cervello,1968,Commedia,106,Italia,3.8,4.0,4,8,2,3,0,1
36424,Seven Ways from Sundown,7 strade al tramonto,1960,Western,96,USA,6.9,,7,9,0,0,0,0
36429,7 ore di violenza per una soluzione imprevista,7 ore di violenza per una soluzione imprevista,1973,Thriller,93,Italia,3.4,2.0,5,5,0,0,0,0
36438,Sensività,Sensività,1979,Drammatico,100,Italia,3.5,2.5,5,6,0,0,0,0
36440,The Cheetah Girls 2,Cheetah Girls 2,2006,Commedia,93,USA,3.8,4.0,4,8,1,2,0,1
36447,Ty i ya,Tu e io,1971,Drammatico,100,URSS,6.7,7.33,6,6,0,1,3,1
36449,Gilda,Gilda,1989,Thriller,89,Italia,2.7,2.0,3,4,0,0,0,0
36453,Frankenstein '80,Frankenstein '80,1973,Horror,88,Italia,3.3,2.0,5,7,0,0,0,0
36457,Start the Revolution Without Me,Fate la rivoluzione senza di noi,1969,Commedia,90,USA,6.5,6.0,7,9,0,0,0,0
36458,Una farfalla con le ali insanguinate,Una farfalla con le ali insanguinate,1971,Thriller,105,Italia,5.8,5.86,6,46,0,2,0,2
36459,The Exterminator,Exterminator,1980,Azione,101,USA,5.6,,6,10,0,0,0,0
36466,"Elegija zhizni: Rostropovic, Vishnevskaja","Elegia della vita: Rostropovic, Vishnevskaja",2006,Documentario,110,Russia,7.5,8.0,7,11,0,2,3,0
36468,The Perfect Neighbor,Una vicina quasi perfetta,2005,Thriller,89,Canada,6.2,6.0,6,6,0,2,0,2
36470,I Still Know What You Did Last Summer,Incubo finale,1998,Horror,100,USA,4.5,4.2,5,27,2,4,2,4
36473,Zorro alla corte di Spagna,Zorro alla corte di Spagna,1962,Avventura,90,Italia,3.1,3.0,3,7,1,2,0,1
36476,Getting Away with Murder,Matrimonio per colpa,1996,Commedia,91,"USA, Gran Bretagna",5.5,4.0,7,4,2,2,0,1
36477,Behind the Red Door,Due vite spezzate,2002,Drammatico,100,USA,5.8,6.0,6,4,0,2,0,2
36482,Vivo per la tua morte,Vivo per la tua morte,1968,Western,95,Italia,5.5,5.0,6,7,0,0,0,0
36484,Viva D'Artagnan,Viva D'Artagnan,1977,Animazione,86,"Italia, Gran Bretagna",7.3,7.0,8,4,0,0,0,0
36490,I viaggiatori della sera,I viaggiatori della sera,1979,Drammatico,130,"Italia, Spagna",6.2,6.33,6,51,0,2,2,2
36492,Les lèvres rouges,La vestale di Satana,1971,Horror,100,"Belgio, Italia, Francia, Germania",6.4,6.0,7,21,0,0,0,0
36493,Ceremonia sangrienta,Le vergini cavalcano la morte,1973,Horror,102,"Spagna, Italia",5.9,6.67,5,13,0,1,2,1
36505,Encuentro en el abismo,Uragano sulle Bermude - L'ultimo S.O.S.,1979,Drammatico,88,"Italia, Spagna, Messico",4.8,3.5,6,3,0,0,0,0
36513,Le tue mani sul mio corpo,Le tue mani sul mio corpo,1971,Drammatico,91,Italia,4.0,3.5,5,4,0,0,0,0
36515,White Gold,White Gold,2003,Azione,91,"USA, Russia",3.5,4.0,3,3,0,2,0,2
36516,Pasolini prossimo nostro,Pasolini prossimo nostro,2006,Documentario,63,Italia,8.0,8.0,8,23,0,3,3,4
36517,Tamara,Tamara. Toccata dal fuoco,2005,Horror,98,USA,3.9,4.0,4,11,0,2,0,2
36522,Liberi armati pericolosi,Liberi armati pericolosi,1976,Drammatico,100,Italia,5.6,5.2,6,28,0,2,0,2
36528,30 winchester per El Diablo,30 winchester per El Diablo,1965,Western,95,Italia,5.0,5.0,5,5,0,0,0,0
36532,Il tredicesimo è sempre Giuda,Il tredicesimo è sempre Giuda,1971,Western,89,Italia,3.1,2.0,4,5,0,0,0,0
36535,T-Men,T-Men contro i fuorilegge,1947,Noir,92,USA,7.3,7.67,7,16,0,2,1,1
36537,Un tipo con una faccia strana ti cerca per ucciderti,Un tipo con una faccia strana ti cerca per ucciderti,1974,Drammatico,83,Italia,3.9,3.0,5,9,0,2,0,1
36545,Therese und Isabell,Therese and Isabelle,1968,Drammatico,118,Germania,8.5,9.0,8,3,0,0,0,0
36546,The Fabulous Texan,Texas selvaggio,1939,Western,95,USA,6.7,,7,3,0,0,0,0
36553,Sing Your Way Home,Canta quando torni a casa,1945,Musicale,72,USA,5.7,,6,6,0,0,0,0
36554,Return to Sender,L'ora della verità,2004,Drammatico,109,"Danimarca, USA, Gran Bretagna",4.4,4.0,5,13,0,1,2,1
36559,Schizo,La terza mano,1976,Horror,109,Gran Bretagna,6.2,5.33,7,10,0,0,0,0
36560,The Marcus-Nelson Murders,Tenente Kojak il caso Nelson è suo,1973,Poliziesco,137,USA,6.1,6.0,6,6,2,3,2,3
36562,Il tempo degli avvoltoi,Il tempo degli avvoltoi,1967,Western,95,Italia,5.8,6.0,6,11,0,0,0,0
36563,Il tempo degli assassini,Il tempo degli assassini,1975,Drammatico,100,Italia,5.4,4.5,6,8,0,0,0,0
36571,Grizzly Man,Grizzly Man,2005,Documentario,103,USA,8.1,8.14,8,164,1,3,4,2
36572,La vera leggenda di Tony Vilar,La vera leggenda di Tony Vilar,2006,Commedia,92,Italia,6.3,6.0,7,5,1,2,0,0
36573,The Santa Clause 3: The Escape Clause,Santa Clause è nei guai,2006,Commedia,98,USA,4.7,5.0,4,13,1,2,0,0
36574,Anplagghed al cinema,Anplagghed al cinema,2006,Commedia,100,Italia,6.4,6.43,6,104,3,3,0,0
36577,Es ist ein Elch entsprungen,Moose. Un alce in famiglia,2005,Fantasy,90,Germania,5.3,,5,4,0,0,0,0
36578,Snow Wonder,Un bianco Natale a Beverly Hills,2005,Drammatico,100,USA,5.0,4.0,6,3,1,2,0,1
36579,Dolgie provody,Lunghi addii,1971,Drammatico,91,URSS,7.9,8.0,8,12,0,2,1,2
36580,Sybil,Sybil,1976,Drammatico,133,USA,5.5,,6,4,0,0,0,0
36582,Switch,Switch,1978,Grottesco,102,Italia,8.0,,8,3,0,0,0,0
36587,The Nativity Story,Nativity,2006,Drammatico,101,USA,6.7,8.0,5,47,0,1,2,0
36588,Deck the Halls,Conciati per le feste,2006,Commedia,95,USA,4.1,3.6,5,34,2,2,0,0
36589,Le rose del deserto,Le rose del deserto,2006,Commedia,102,Italia,6.1,6.0,6,67,2,2,2,1
36590,Driving Lessons,In viaggio con Evie,2006,Commedia,98,Gran Bretagna,5.9,5.57,6,27,1,2,0,0
36591,Changement d'adresse,Cambio di indirizzo,2006,Commedia,85,Francia,7.0,7.5,7,31,1,2,0,0
36594,Tempo di violenza,Tempo di violenza,1970,Thriller,93,Francia,4.0,,4,3,0,0,0,0
36595,O passado e o presente,Il passato e il presente,1971,Drammatico,115,Portogallo,7.0,7.67,6,16,0,1,3,1
36596,Candy,Paradiso + Inferno,2006,Drammatico,108,USA,6.1,5.29,7,49,0,2,0,2
36598,Znoy,Calura,1963,Drammatico,77,URSS,7.2,7.0,7,13,0,2,0,2
36600,Svezia inferno e paradiso,Svezia inferno e paradiso,1968,Documentario,93,Italia,4.8,5.0,5,8,0,0,0,0
36601,Svegliati e uccidi - Lutring,Svegliati e uccidi - Lutring,1966,Drammatico,126,Italia,6.1,5.6,7,16,0,0,0,0
36604,Survivor,Survivor - Il sopravvissuto,1987,Azione,92,"USA, Sudafrica",5.8,,6,4,0,0,0,0
36607,Kdo chce zabít Jessii?,Superman vuole uccidere Jessie,1966,Commedia,83,Cecoslovacchia,7.0,,7,3,0,0,0,0
36610,Il mio amico Babbo Natale 2,Il mio amico Babbo Natale 2,2006,Commedia,90,Italia,4.3,4.0,5,13,3,3,2,2
36611,Maîtresse,Maîtresse,1976,Drammatico,112,Francia,6.5,7.2,6,11,0,0,0,0
36612,Mon meilleur ami,Il mio migliore amico,2006,Commedia,94,Francia,7.0,7.14,7,152,4,3,2,1
36613,Open Season,Boog & Elliot a caccia di amici,2006,Animazione,99,USA,5.3,5.11,5,56,2,2,0,0
36615,The Texas Chainsaw Massacre: The Beginning,Non aprite quella porta. L'inizio,2006,Horror,91,USA,6.2,6.54,6,125,0,2,1,3
36626,Nastroyschik,L'accordatore,2004,Drammatico,157,Russia,7.0,9.0,5,5,2,1,3,0
36628,Aranyer din ratri,Giorni e notti nella foresta,1970,Drammatico,112,India,7.9,8.25,8,11,0,2,3,1
36629,Abar aranye,Un'altra volta nella foresta,2003,Drammatico,128,India,6.0,6.0,6,3,0,2,3,1
36633,Tarzan II,Tarzan 2,2005,Animazione,72,USA,4.6,5.0,4,20,1,2,0,0
36635,A Good Year,Un'ottima annata,2006,Commedia,118,USA,5.7,5.43,6,208,2,2,1,1
36636,Olé,Olé,2006,Commedia,104,Italia,2.4,2.08,3,121,2,2,0,0
36637,Natale a New York,Natale a New York,2006,Commedia,103,Italia,4.1,4.18,4,111,1,2,0,0
36639,Deja vu,Déjà vu. Corsa contro il tempo,2006,Fantascienza,128,USA,6.2,6.39,6,287,1,3,1,2
36640,Desperation,Stephen King Desperation,2006,Thriller,131,USA,5.0,5.0,5,26,0,2,0,2
36642,Hills of Home,Casa mia,1948,Avventura,97,USA,4.5,4.0,5,3,1,2,0,0
36643,The Reluctant Dragon,Il drago recalcitrante,1941,Animazione,72,USA,6.8,,7,4,0,0,0,0
36644,Bring It on Again,Ragazze nel pallone: la rivincita,2004,Commedia,90,USA,4.3,6.0,3,6,2,2,0,0
36646,Skenbart - en film om tåg,Delitti: Tracce allusive,2003,Thriller,100,Svezia,7.3,7.0,8,7,0,2,0,1
36647,An Inconvenient Truth,Una scomoda verità,2006,Documentario,100,USA,7.2,7.11,7,51,1,3,5,3
36649,Agonija,Agonia,1981,Drammatico,142,URSS,7.9,8.25,8,14,0,2,4,1
36651,Yoru no onnatachi,Le donne della notte,1948,Drammatico,74,Giappone,7.7,7.8,8,26,0,2,3,2
36652,La banda Vallanzasca,La banda Vallanzasca,1977,Drammatico,95,Italia,3.7,2.0,5,13,1,3,2,2
36653,Provincia violenta,Provincia violenta,1978,Poliziesco,76,Italia,2.7,3.0,2,8,0,0,0,0
36655,The Prestige,The Prestige,2006,Fantasy,128,"USA, Gran Bretagna",8.0,8.06,8,712,1,3,2,3
36656,Flushed Away,Giù per il tubo,2006,Animazione,84,"Gran Bretagna, USA",6.9,7.15,7,131,3,3,0,0
36657,Eragon,Eragon,2006,Fantasy,104,"USA, Gran Bretagna",3.9,3.89,4,131,0,2,0,1
36658,Efter brylluppet,Dopo il matrimonio,2006,Drammatico,120,"Danimarca, Svezia",7.0,7.0,7,107,1,3,2,2
36660,Agent Cody Banks 2: Destination London,Agente Cody Banks 2. Destinazione Londra,2004,Commedia,100,USA,2.8,2.5,3,6,1,3,0,1
36661,Casino Royale,Casino Royale,2006,Spionaggio,144,"USA, Germania, Gran Bretagna, Repubblica Ceca",7.3,7.32,7,406,2,5,1,3
36662,The Marksman,Nuclear Target,2005,Azione,95,USA,3.7,4.0,3,16,0,2,0,1
